date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:35:54	29500/29500	---M--	200	added ('OK')	font/woff	etag:%223d2fa2e544004aef2ea641698b715af6%22	https://pixio-nuxt.vercel.app/_nuxt/feather.BBViPOsB.woff?t=1525787366991	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/feather.BBViPOsBe8ab.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:35:55	61920/61920	---MCZ	200	added ('OK')	font/ttf	etag:W/%226a750f0119ba9c8ab8a994a4796599a6%22	https://pixio-nuxt.vercel.app/_nuxt/feather.DJLJ3y0Y.ttf?t=1525787366991	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/feather.DJLJ3y0Ye8ab.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:35:56	213926/213926	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2290f969db293a9077b0555139e6c9b20e%22	https://pixio-nuxt.vercel.app/_nuxt/feather.CJHuDf5s.svg?t=1525787366991	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/feather.CJHuDf5se8ab.svg	(from https://pixio-nuxt.vercel.app/index-2)
09:35:57	104544/104544	---M--	200	added ('OK')	font/woff2	etag:%22a9afdb72826cde196ddf29eb8f9d0f8f%22	https://pixio-nuxt.vercel.app/_nuxt/fa-brands-400.B8Wb4MVL.woff2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-brands-400.B8Wb4MVL.woff2	(from https://pixio-nuxt.vercel.app/index-2)
09:35:57	180148/180148	---MCZ	200	added ('OK')	font/ttf	etag:W/%220fbfc862056bad982c93ba51460e31d9%22	https://pixio-nuxt.vercel.app/_nuxt/fa-brands-400.CSV3WZaS.ttf	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-brands-400.CSV3WZaS.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:35:58	23900/23900	---M--	200	added ('OK')	font/woff2	etag:%22f817938f131b0cabee81e59a96f9c2a6%22	https://pixio-nuxt.vercel.app/_nuxt/fa-regular-400.BtQPhu7h.woff2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-regular-400.BtQPhu7h.woff2	(from https://pixio-nuxt.vercel.app/index-2)
09:35:59	60380/60380	---MCZ	200	added ('OK')	font/ttf	etag:W/%2235307505c129ab1f9173f7917b50756f%22	https://pixio-nuxt.vercel.app/_nuxt/fa-regular-400.gi-Vc05f.ttf	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-regular-400.gi-Vc05f.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:36:00	126828/126828	---M--	200	added ('OK')	font/woff2	etag:%22297973a488f688271dd223d542ba2697%22	https://pixio-nuxt.vercel.app/_nuxt/fa-solid-900.DByUvYfa.woff2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-solid-900.DByUvYfa.woff2	(from https://pixio-nuxt.vercel.app/index-2)
09:36:01	303480/303480	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ffc89d3ea2e2c3ba295689305f91ca78%22	https://pixio-nuxt.vercel.app/_nuxt/fa-solid-900.CG7ny7S5.ttf	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-solid-900.CG7ny7S5.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:36:02	4956/4956	---M--	200	added ('OK')	font/woff2	etag:%2272d85419b5a3c5867b1903ef565f5a8d%22	https://pixio-nuxt.vercel.app/_nuxt/fa-v4compatibility.DO8w6I3n.woff2	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-v4compatibility.DO8w6I3n.woff2	(from https://pixio-nuxt.vercel.app/index-2)
09:36:02	10556/10556	---MCZ	200	added ('OK')	font/ttf	etag:W/%224bde6a62454b669bb0ce0448491a71d7%22	https://pixio-nuxt.vercel.app/_nuxt/fa-v4compatibility.C0mNVBVm.ttf	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/fa-v4compatibility.C0mNVBVm.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:36:03	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222c454669bdf3aebf32a1bd8ac1e0d2d6%22	https://pixio-nuxt.vercel.app/_nuxt/themify.BifPJsew.eot?-fvbane	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/themify.BifPJsew9f24.eot	(from https://pixio-nuxt.vercel.app/index-2)
09:36:04	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222c454669bdf3aebf32a1bd8ac1e0d2d6%22	https://pixio-nuxt.vercel.app/_nuxt/themify.BifPJsew.eot?	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/themify.BifPJsewd41d.eot	(from https://pixio-nuxt.vercel.app/index-2)
09:36:05	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22a1ecc3b826d01251edddf29c3e4e1e97%22	https://pixio-nuxt.vercel.app/_nuxt/themify.BgsFA67P.woff?-fvbane	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/themify.BgsFA67P9f24.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:06	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e23a7dcaefbde4e74e263247aa42ecd7%22	https://pixio-nuxt.vercel.app/_nuxt/themify.DuU3rJAt.ttf?-fvbane	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/themify.DuU3rJAt9f24.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:36:06	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c8e96ecc7fa01e6ebcd196495ed2db5%22	https://pixio-nuxt.vercel.app/_nuxt/themify.DqOiMLGc.svg?-fvbane	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/themify.DqOiMLGc9f24.svg	(from https://pixio-nuxt.vercel.app/index-2)
09:36:07	180712/180712	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22df69577c89131a2846cec856e67fa24c%22	https://pixio-nuxt.vercel.app/_nuxt/iconly.WKw8sDux.eot	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/iconly.WKw8sDux.eot	(from https://pixio-nuxt.vercel.app/index-2)
09:36:08	180548/180548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22f7e9c69d0a1bb240ec0d630dbd8398f7%22	https://pixio-nuxt.vercel.app/_nuxt/iconly.BRHTZKTx.ttf	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/iconly.BRHTZKTx.ttf	(from https://pixio-nuxt.vercel.app/index-2)
09:36:09	180624/180624	---M--	200	added ('OK')	font/woff	etag:%22da279636f6990f5f30d229a20a89b1ed%22	https://pixio-nuxt.vercel.app/_nuxt/iconly.BvwKLJS4.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/iconly.BvwKLJS4.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:10	1664120/1664120	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2004:36:10%20GMT	https://pixio-nuxt.vercel.app/iconly.svg	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/iconly.1c.delayed	(from https://pixio-nuxt.vercel.app/index-2)
09:36:11	29604/29604	---M--	200	added ('OK')	font/woff	etag:%2210883ecd483a5083770b44571332a253%22	https://pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.ByZBhMFz.woff?49dfca1679f8ebe110d21a07d523c078	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.ByZBhMFzfd95.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:12	24936/24936	---M--	200	added ('OK')	font/woff2	etag:%22506a788d6826150ec1ff725d6296f2f5%22	https://pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.t9H_B803.woff2?49dfca1679f8ebe110d21a07d523c078	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.t9H_B803fd95.woff2	(from https://pixio-nuxt.vercel.app/index-2)
09:36:13	57328/57328	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22485fa527eaa9400a60c4f0f4e91e547d%22	https://pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.Ds1g07e8.eot?49dfca1679f8ebe110d21a07d523c078	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.Ds1g07e8fd95.eot	(from https://pixio-nuxt.vercel.app/index-2)
09:36:14	531741/531741	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223c2b02e71f87d21d8c6b3fd150bf6b11%22	https://pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.X7ajPU2i.svg?49dfca1679f8ebe110d21a07d523c078	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/flaticon_pixio.X7ajPU2ifd95.svg	(from https://pixio-nuxt.vercel.app/index-2)
09:36:15	43112/43112	---M--	200	added ('OK')	font/woff	etag:%22f982e364e0f6e06058d2ae4e7cf81bde%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaRegular.BnpCnuxz.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaRegular.BnpCnuxz.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:16	45996/45996	---M--	200	added ('OK')	font/woff	etag:%229dd32bf76cf64ebbfa0de05ea7a59341%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaItalic.D3RSSIc9.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaItalic.D3RSSIc9.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:16	1875131/1875131	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2004:36:16%20GMT	https://pixio-nuxt.vercel.app/	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/index.html	(from https://pixio-nuxt.vercel.app/index-2)
09:36:17	42832/42832	---M--	200	added ('OK')	font/woff	etag:%22721390e0e873784d4a06cb26e1825db7%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaThin.BVv_0rg5.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaThin.BVv_0rg5.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:18	45524/45524	---M--	200	added ('OK')	font/woff	etag:%22e88de42f5318a6318ade4cab3860e890%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaThinItalic.7TkShESJ.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaThinItalic.7TkShESJ.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:19	43196/43196	---M--	200	added ('OK')	font/woff	etag:%22fdcf15bd301c6c96382c4c0d88e45d9a%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaExtraLight.BewFroGI.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaExtraLight.BewFroGI.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:20	46136/46136	---M--	200	added ('OK')	font/woff	etag:%22b26772932d965260f1d5fcbc733074bb%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaExtraLightItalic.Dnpa-7kZ.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaExtraLightItalic.Dnpa-7kZ.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:21	43196/43196	---M--	200	added ('OK')	font/woff	etag:%226ad27c23a1526c74e8b9bfe79f3ef842%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaLight.eWgYuMHS.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaLight.eWgYuMHS.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:22	46072/46072	---M--	200	added ('OK')	font/woff	etag:%22099cca68d57af23f367eedc1a4ca85ce%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaLightItalic.CVL0T6j8.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaLightItalic.CVL0T6j8.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:22	43204/43204	---M--	200	added ('OK')	font/woff	etag:%22421d59256aeb59d9ed72b14716c712d7%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaMedium.CHDQaQeg.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaMedium.CHDQaQeg.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:23	45936/45936	---M--	200	added ('OK')	font/woff	etag:%221c1472cd635a194812e4273ecbb5baea%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaMediumItalic.CZodUKau.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaMediumItalic.CZodUKau.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:24	43356/43356	---M--	200	added ('OK')	font/woff	etag:%227d34a4912ab589c95759aeae1ea2426a%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaSemiBold.B0_zf8UD.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaSemiBold.B0_zf8UD.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:25	45956/45956	---M--	200	added ('OK')	font/woff	etag:%228e643b6df597f404c36811985aaefc2d%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaSemiBoldItalic.Dj7NIEj5.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaSemiBoldItalic.Dj7NIEj5.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:26	43232/43232	---M--	200	added ('OK')	font/woff	etag:%227b896c679871d716b5c95ede88fa6a5f%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaBold.ieI0KLbU.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaBold.ieI0KLbU.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:27	45948/45948	---M--	200	added ('OK')	font/woff	etag:%2259ee8c9f0af2909779d9ed4c05a2d0ca%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaBoldItalic.B3kT0wLq.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaBoldItalic.B3kT0wLq.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:28	43336/43336	---M--	200	added ('OK')	font/woff	etag:%22e308a29ab1325d0ee35be7bb778259e8%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaExtraBold.BLhmdcIu.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaExtraBold.BLhmdcIu.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:28	46104/46104	---M--	200	added ('OK')	font/woff	etag:%221fa6ada6d1674baa6f3f0da5ffba15fa%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaExtraBoldItalic.CeqBg8sE.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaExtraBoldItalic.CeqBg8sE.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:29	42288/42288	---M--	200	added ('OK')	font/woff	etag:%225809b03e3e445e11ac05034e8ef4e235%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaBlack.CX2AqQ8h.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaBlack.CX2AqQ8h.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:30	45168/45168	---M--	200	added ('OK')	font/woff	etag:%22067679221f8874694f2c40e4d2a7f882%22	https://pixio-nuxt.vercel.app/_nuxt/LufgaBlackItalic.B57fPGm4.woff	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/LufgaBlackItalic.B57fPGm4.woff	(from https://pixio-nuxt.vercel.app/index-2)
09:36:32	45146/45146	---M--	200	added ('OK')	image/png	etag:%22b5ea0551f22e2e24b9e57cefec113bd6%22	https://pixio-nuxt.vercel.app/_nuxt/collection.DFCXxyEb.png	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/collection.DFCXxyEb.png	(from https://pixio-nuxt.vercel.app/index-2)
09:36:32	1057/1057	---MCZ	200	added ('OK')	text/css	etag:W/%220f377da0866a1e75818915b7bf55f4e4%22	https://pixio-nuxt.vercel.app/_nuxt/ModelVideo.D8s-UBs2.css	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/ModelVideo.D8s-UBs2.css	(from https://pixio-nuxt.vercel.app/index-2)
09:36:33	1244/1244	---MCZ	200	added ('OK')	text/css	etag:W/%228266273486b5aeddadd66dcf929b0982%22	https://pixio-nuxt.vercel.app/_nuxt/CustomeSelect.BU8WZRD7.css	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/CustomeSelect.BU8WZRD7.css	(from https://pixio-nuxt.vercel.app/index-2)
09:36:35	326958/326958	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d28cdef6494897743707b65e54e33dbe%22	https://pixio-nuxt.vercel.app/_nuxt/8Ro0-Fo2.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/8Ro0-Fo2.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:35	36437/36437	---MCZ	200	added ('OK')	application/javascript	etag:W/%22587a1022145e67019c6b7a6c74b10635%22	https://pixio-nuxt.vercel.app/_nuxt/BJ94qsZf.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/BJ94qsZf.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:36	16411/16411	---MCZ	200	added ('OK')	application/javascript	etag:W/%220c9a0a63a65c25c057f767b97dca05f4%22	https://pixio-nuxt.vercel.app/_nuxt/BmaPq17j.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/BmaPq17j.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:37	99/99	---M--	200	added ('OK')	application/javascript	etag:%2286c82370416af4fb66ddd3d22935c484%22	https://pixio-nuxt.vercel.app/_nuxt/CNwdK7ar.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/CNwdK7ar.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:38	161/161	---M--	200	added ('OK')	application/javascript	etag:%2285f849a41e6be1b9425f50b9d6c0d7a2%22	https://pixio-nuxt.vercel.app/_nuxt/yDd76Go4.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/yDd76Go4.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:39	99/99	---M--	200	added ('OK')	application/javascript	etag:%222fefd6cab8e227e38238164d5accaa2b%22	https://pixio-nuxt.vercel.app/_nuxt/DJr3WlZF.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/DJr3WlZF.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:40	107/107	---M--	200	added ('OK')	application/javascript	etag:%22227883af5e576518c8d50032eeb48b9e%22	https://pixio-nuxt.vercel.app/_nuxt/3GXL-aOY.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/3GXL-aOY.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:41	4696/4696	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239a024079ff14c9df6db78114cf45c0c%22	https://pixio-nuxt.vercel.app/_nuxt/Dd88M1O6.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/Dd88M1O6.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:41	4067/4067	---MCZ	200	added ('OK')	application/javascript	etag:W/%22104643371794a704dd9b666318adad80%22	https://pixio-nuxt.vercel.app/_nuxt/BVa3w18W.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/BVa3w18W.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:42	4036/4036	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e68a7b72b8104c2a8147145ffdba9f09%22	https://pixio-nuxt.vercel.app/_nuxt/DTdObMKV.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/DTdObMKV.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:43	91/91	---M--	200	added ('OK')	application/javascript	etag:%2225e3a5dcaf00fb2b1ba0c8ecea6d2560%22	https://pixio-nuxt.vercel.app/_nuxt/DlAUqK2U.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/DlAUqK2U.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:44	23161/23161	---MCZ	200	added ('OK')	application/javascript	etag:W/%229d5f4a3609fa2c7d3abd8203fdb4266f%22	https://pixio-nuxt.vercel.app/_nuxt/CpIdulJb.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/CpIdulJb.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:45	35611/35611	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3c9f7bc797d4163847aebb25f25f49e%22	https://pixio-nuxt.vercel.app/_nuxt/D1n4Jlch.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/D1n4Jlch.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:46	20466/20466	---MCZ	200	added ('OK')	application/javascript	etag:W/%2249d048e9f23fe9a27358e4ddbc2e95c1%22	https://pixio-nuxt.vercel.app/_nuxt/CE21GdJp.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/CE21GdJp.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:47	65/65	---M--	200	added ('OK')	application/javascript	etag:%229ea781449ad799dcad62de7600cfceb2%22	https://pixio-nuxt.vercel.app/_nuxt/DYu-iU7c.js	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/DYu-iU7c.js	(from https://pixio-nuxt.vercel.app/index-2)
09:36:47	20586/20586	---M--	200	added ('OK')	image/png	etag:%2296324e1b3f331606ac90f2bf7e81b964%22	https://pixio-nuxt.vercel.app/_nuxt/1.Cx9eAfJp.png	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/1.Cx9eAfJp.png	(from https://pixio-nuxt.vercel.app/index-2)
09:36:48	19000/19000	---M--	200	added ('OK')	image/png	etag:%22e83e7a63d5684a04155de4df54664f95%22	https://pixio-nuxt.vercel.app/_nuxt/2.D-31DoBL.png	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/2.D-31DoBL.png	(from https://pixio-nuxt.vercel.app/index-2)
09:36:49	17545/17545	---M--	200	added ('OK')	image/png	etag:%222050473f28f8aa0586c99e33ad9b664c%22	https://pixio-nuxt.vercel.app/_nuxt/3.B3tJCLiH.png	C:/My%20Web%20Sites/Web%20Project/pixio-nuxt.vercel.app/_nuxt/3.B3tJCLiH.png	(from https://pixio-nuxt.vercel.app/index-2)
